Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Galluch	David		X	PA05	2021	6/1/2021	30014929
	Ganorkar	Mahesh		D	NC06	2021	1/7/2022	40003291
Hon.	Garamendi	John		O	CA03	2021	5/7/2022	10047634
Hon.	Garbarino	Andrew		O	NY02	2021	8/10/2022	10049204
Hon.	Garbarino	Andrew		P	NY02	2021	5/24/2021	20018802
Hon.	Garbarino	Andrew		P	NY02	2021	7/9/2021	20019056
Hon.	Garbarino	Andrew		P	NY02	2021	11/3/2021	20019736
Hon.	Garbarino	Andrew		X	NY02	2021	5/16/2022	30017318
Hon.	Garbarino	Andrew		X	NY02	2021	6/24/2022	30017549
Mrs.	Garcia	Alia D.		C	TX23	2021	5/17/2021	10040511
	Garcia	Cassandra		C	TX28	2021	6/21/2022	10046487
Hon.	Garcia	Jesus		O	IL04	2021	8/11/2022	10047811
Hon.	Garcia	Jesus		X	IL04	2021	5/9/2022	30016691
Hon.	Garcia	Michael		O	CA25	2021	5/23/2022	10049449
Hon.	Garcia	Michael		P	CA25	2021	5/3/2021	20018671
Hon.	Garcia	Michael		P	CA25	2021	7/13/2021	20019082
Hon.	Garcia	Michael		P	CA25	2021	10/26/2021	20019692
	Garcia	Robert		C	CA47	2021	2/16/2022	10044593
Hon.	Garcia	Robert		A	CA47	2021	6/21/2023	10054922
Hon.	Garcia	Sylvia		O	TX29	2021	8/13/2022	10048629
Hon.	Garcia	Sylvia		X	TX29	2021	5/13/2022	30017017
	Garcia Holmes	Michelle		C	NM01	2021	10/10/2021	10043838
	Garza	Julio		C	TX15	2021	1/31/2022	10044505
Mr.	Garza	Mauro Everett Mr		C	TX21	2021	5/6/2021	10040242
	Garza	Rochelle		X	TX34	2021	8/18/2021	30015010
	Garza	Rochelle		X	TX34	2021	10/13/2021	30015115
	Gash	Eric		C	NC11	2021	9/16/2021	10043734
	Gavarone	Theresa		C	OH09	2021	1/4/2022	10044329
	Gay	Derrik		C	TX24	2021	11/16/2021	8218439
	Gearing	Charles M.		C	TX05	2021	8/13/2021	10040467
	Gearing	Charles M.		X	TX05	2021	6/1/2021	30014924
	Geels	Courtney Joele		C	NC13	2021	11/9/2021	10043969
	Geels	Courtney Joele		X	NC13	2021	11/15/2021	30015141
Mr.	Gehlsen	James Richard		W	VA01	2021	12/10/2021	7825
	Genant	Pamela		C	NC13	2021	1/2/2022	10044286
Hon.	Gianforte	Greg		T	MT00	2021	5/13/2021	8218033
Hon.	Gibbs	Bob		O	OH07	2021	4/21/2022	10046349
Hon.	Gibbs	Bob		P	OH07	2021	2/18/2021	20018238
Hon.	Gibbs	Bob		P	OH07	2021	4/9/2021	20018545
Hon.	Gibbs	Bob		P	OH07	2021	5/28/2021	20018821
Hon.	Gibbs	Bob		P	OH07	2021	7/7/2021	20019045
Hon.	Gibbs	Bob		P	OH07	2021	11/14/2021	20019814
Hon.	Gibbs	Bob		P	OH07	2021	11/21/2021	20019863
Hon.	Gibbs	Bob		P	OH07	2021	11/28/2021	20019893
Hon.	Gibbs	Bob		P	OH07	2021	12/23/2021	20020090
	Gibbs	John		A	MI03	2021	1/6/2022	10044337
	Gibbs	John		C	MI03	2021	12/28/2021	10044277
	Gibson	Corey		C	WA14	2021	10/4/2021	10043683
	Gibson	Corey		X	WA14	2021	9/13/2021	30015071
	Giglio	David Anthony		A	CA16	2021	10/5/2021	10043851
	Giglio	David Anthony		C	CA16	2021	10/5/2021	10043850
	Giles	David Victor		C	AZ09	2021	5/15/2023	10054712
	Gill	Louis		C	CA23	2021	11/17/2021	10044077
	Gill	Ranjit		C	CA10	2021	12/9/2021	10044142
Hon.	Gimenez	Carlos		O	FL26	2021	8/12/2022	10048166
Hon.	Gimenez	Carlos		X	FL26	2021	5/11/2022	30016809
	Gizinski	Adam		C	VA05	2021	12/3/2021	10044061
	Godfrey	Aaron Paul		C	OH16	2021	5/12/2021	10040376
	Goenaga-Torres	Santiago David		D	CO05	2021	3/26/2021	8217916
Hon.	Gohmert	Louie		O	TX01	2021	5/13/2022	10048109
Hon.	Golden	Jared		O	ME02	2021	6/13/2022	10044917
Hon.	Golden	Jared		X	ME02	2021	5/5/2022	30016626
	Golden	Priscilla		D	TX23	2021	1/31/2022	40003304
	Golden	Priscilla		X	TX23	2021	1/10/2022	30015240
Hon.	Gomez	Jimmy		O	CA34	2021	5/13/2022	10046842
Hon.	Gomez	Jimmy		X	CA34	2021	5/12/2022	30016928
Hon.	Gonzales	Ernest Anthony Tony	II	O	TX23	2021	8/8/2022	10048570
Hon.	Gonzales	Ernest Anthony Tony	II	X	TX23	2021	5/13/2022	30016992
Hon.	Gonzalez	Anthony E.		O	OH16	2021	8/5/2022	10046169
Hon.	Gonzalez	Anthony E.		P	OH16	2021	2/12/2021	20018126
Hon.	Gonzalez	Anthony E.		P	OH16	2021	4/2/2021	20018383
Hon.	Gonzalez	Anthony E.		P	OH16	2021	4/23/2021	20018548
Hon.	Gonzalez	Anthony E.		X	OH16	2021	4/15/2022	30016362
	Gonzalez	Jesus		C	NY06	2021	7/30/2021	10042052
	Gonzalez	Jesus		D	NY06	2021	8/3/2021	40003229
Hon.	Gonzalez	Vicente		O	TX15	2021	8/12/2022	8219171
Hon.	Gonzalez	Vicente		X	TX15	2021	3/28/2022	8219119
Hon.	Gonzalez-Colon	Jenniffer		O	PR00	2021	5/16/2022	10047744
Hon.	Good	Robert G.		O	VA05	2021	8/11/2022	10048381
Hon.	Good	Robert G.		X	VA05	2021	5/12/2022	30016917
Hon.	Gooden	Lance		O	TX05	2021	8/13/2022	10048832
Hon.	Gooden	Lance		X	TX05	2021	5/15/2022	30017126
	Gordon	Jacqueline		C	NY02	2021	11/23/2021	10044024
	Gore	Laverne		C	OH11	2021	5/7/2021	10040267
	Gorman	Jeff		C	CA20	2021	10/9/2021	10043619
Hon.	Gosar	Paul A.		O	AZ04	2021	5/13/2022	8218860
Hon.	Gottheimer	Josh		O	NJ05	2021	8/13/2022	10047088
Hon.	Gottheimer	Josh		P	NJ05	2021	1/7/2021	20017973
Hon.	Gottheimer	Josh		P	NJ05	2021	2/9/2021	20018160
Hon.	Gottheimer	Josh		P	NJ05	2021	3/10/2021	20018333
Hon.	Gottheimer	Josh		P	NJ05	2021	4/21/2021	20018534
Hon.	Gottheimer	Josh		P	NJ05	2021	5/7/2021	20018699
Hon.	Gottheimer	Josh		P	NJ05	2021	6/15/2021	20018854
Hon.	Gottheimer	Josh		P	NJ05	2021	7/15/2021	20019076
Hon.	Gottheimer	Josh		P	NJ05	2021	8/9/2021	20019257
Hon.	Gottheimer	Josh		P	NJ05	2021	9/20/2021	20019479
Hon.	Gottheimer	Josh		P	NJ05	2021	10/13/2021	20019593
Hon.	Gottheimer	Josh		P	NJ05	2021	11/15/2021	20019761
Hon.	Gottheimer	Josh		P	NJ05	2021	12/13/2021	20019961
Hon.	Gottheimer	Josh		X	NJ05	2021	4/29/2022	30016522
	Graham	Charles		C	NC09	2021	10/23/2022	10050521
	Granger	Dustin		C	LA03	2021	8/1/2021	10041236
Hon.	Granger	Kay		A	TX12	2021	8/12/2022	10050204
Hon.	Granger	Kay		O	TX12	2021	8/12/2022	10044809
Hon.	Granger	Kay		X	TX12	2021	4/13/2022	30015318
Hon.	Graves	Garret		O	LA06	2021	8/13/2022	10048768
Hon.	Graves	Garret		P	LA06	2021	1/28/2021	20018091
Hon.	Graves	Garret		P	LA06	2021	2/22/2021	20018259
Hon.	Graves	Garret		P	LA06	2021	4/15/2021	20018587
Hon.	Graves	Garret		X	LA06	2021	5/14/2022	30017106
Hon.	Graves	Sam B.	Jr.	O	MO06	2021	5/13/2022	10048674
	Gray	Charles		C	WY00	2021	8/13/2021	10039676
	Gray	Charles		X	WY00	2021	4/7/2021	30011653
	Gray	Molly		C	VT00	2021	4/4/2022	10044298
	Gray	Molly		X	VT00	2021	1/3/2022	30015227
Dr.	Grayson	Dena		C	FL09	2021	8/11/2021	10040397
Dr.	Grayson	Dena MD, PhD MD, PhD		X	FL09	2021	5/18/2021	30014910
Hon.	Green	Al		O	TX09	2021	5/16/2022	10046676
Hon.	Green	Al		X	TX09	2021	5/3/2022	30016576
	Green	Jennifer-Ruth		C	IN01	2021	3/14/2022	10044701
Hon.	Green	Mark Dr		O	TN07	2021	4/30/2022	10046303
Hon.	Green	Mark Dr		P	TN07	2021	1/11/2021	20017867
Hon.	Green	Mark Dr		P	TN07	2021	3/5/2021	20018065
Hon.	Green	Mark Dr		P	TN07	2021	3/20/2021	20018359
Hon.	Green	Mark Dr		P	TN07	2021	3/28/2021	20018471
Hon.	Green	Mark Dr		P	TN07	2021	4/15/2021	20018526
Hon.	Green	Mark Dr		P	TN07	2021	4/15/2021	20018586
Hon.	Green	Mark Dr		P	TN07	2021	4/28/2021	20018602
Hon.	Green	Mark Dr		P	TN07	2021	5/10/2021	20018709
Hon.	Green	Mark Dr		P	TN07	2021	5/17/2021	20018758
Hon.	Green	Mark Dr		P	TN07	2021	6/7/2021	20018798
Hon.	Green	Mark Dr		P	TN07	2021	6/17/2021	20018933
Hon.	Green	Mark Dr		P	TN07	2021	7/13/2021	20019043
Hon.	Green	Mark Dr		P	TN07	2021	8/23/2021	20019349
Hon.	Green	Mark Dr		P	TN07	2021	9/23/2021	20019435
Hon.	Green	Mark Dr		P	TN07	2021	9/30/2021	20019543
Hon.	Green	Mark Dr		P	TN07	2021	10/18/2021	20019606
Hon.	Green	Mark Dr		P	TN07	2021	10/26/2021	20019654
Hon.	Green	Mark Dr		P	TN07	2021	11/18/2021	20019780
	Greene	Clifford Mark		D	WA09	2021	1/12/2022	40003293
Hon.	Greene	Marjorie Taylor		O	GA14	2021	5/16/2022	10046692
Hon.	Greene	Marjorie Taylor		P	GA14	2021	5/12/2021	20018727
Hon.	Greene	Marjorie Taylor		P	GA14	2021	6/11/2021	20018905
Hon.	Greene	Marjorie Taylor		P	GA14	2021	6/17/2021	20018935
Hon.	Greene	Marjorie Taylor		P	GA14	2021	6/21/2021	20018953
Hon.	Greene	Marjorie Taylor		P	GA14	2021	8/4/2021	20019231
Hon.	Greene	Marjorie Taylor		P	GA14	2021	8/9/2021	20019266
Hon.	Greene	Marjorie Taylor		P	GA14	2021	9/3/2021	20019421
Hon.	Greene	Marjorie Taylor		P	GA14	2021	9/30/2021	20019547
Hon.	Greene	Marjorie Taylor		P	GA14	2021	10/26/2021	20019691
Hon.	Greene	Marjorie Taylor		P	GA14	2021	11/22/2021	20019872
Hon.	Greene	Marjorie Taylor		P	GA14	2021	12/21/2021	20020046
Mrs.	Greene	Marjorie Taylor		P	GA14	2021	2/19/2021	20018243
	Greeson	Jeffrey		C	NH02	2021	10/6/2021	10043861
Hon.	Griffith	H. Morgan		O	VA09	2021	5/12/2022	10047370
	Griggs	Joyce		C	GA01	2021	1/18/2022	10043699
	Griggs	Joyce		X	GA01	2021	9/13/2021	30015075
Hon.	Grijalva	Raúl M.		O	AZ03	2021	8/9/2022	10046614
Hon.	Grijalva	Raúl M.		P	AZ03	2021	7/14/2021	20019091
Hon.	Grijalva	Raúl M.		P	AZ03	2021	7/22/2021	20019140
Hon.	Grijalva	Raúl M.		P	AZ03	2021	12/15/2021	20020029
Hon.	Grijalva	Raúl M.		P	AZ03	2021	12/20/2021	20020062
Hon.	Grijalva	Raúl M.		X	AZ03	2021	4/21/2022	30016425
	Grooms	Matthew		A	NC04	2021	12/17/2021	10044253
	Grooms	Matthew		C	NC04	2021	12/17/2021	10044251
Hon.	Grothman	Glenn S.		O	WI06	2021	6/1/2022	10048078
Hon.	Grothman	Glenn S.		X	WI06	2021	5/13/2022	30017023
Hon.	Guest	Michael Patrick		A	MS03	2021	8/11/2023	8219908
Hon.	Guest	Michael Patrick		O	MS03	2021	8/12/2022	8219173
Hon.	Guest	Michael Patrick		P	MS03	2021	11/3/2021	20019676
Hon.	Guest	Michael Patrick		X	MS03	2021	5/13/2022	30016961
	Guillory	Brett J.		C	TX02	2021	9/15/2021	10043681
Hon.	Guthrie	Brett		O	KY02	2021	5/16/2022	8218899
	Gutierrez	Rex Dale Alexander		C	CA31	2021	9/26/2021	10043804
	Guyett	Matthew M.		W	PA15	2021	11/30/2021	7824
	Haddad	Roberto Adrian		A	TX15	2021	11/30/2021	10044134
	Haddad	Roberto Adrian		C	TX15	2021	11/30/2021	10044097
	Haff	Grayson		D	NC13	2021	9/15/2021	40003246
	Hageman	Harriet		C	WY00	2021	11/8/2021	10043990
	Hahn	Kara		C	NY01	2021	9/14/2021	10041121
	Hahn	Kara		X	NY01	2021	7/12/2021	30014974
Hon.	Hall	Kwanza		T	GA05	2021	2/1/2021	10039492
Hon.	Hall	Kwanza		X	GA05	2021	2/1/2021	30011640
	Hamilton	Jane Hope		C	TX30	2021	12/15/2021	10043632
	Hampson	Beth		C	CA02	2021	1/30/2022	10044427
	Hanson	Meagan Myers		C	GA06	2021	11/9/2021	10042795
	Hanson	Meagan Myers		X	GA06	2021	8/23/2021	30015019
	Harden	R. David		C	MD01	2021	5/18/2021	10040490
Hon.	Harder	Josh		O	CA10	2021	8/10/2022	10047596
Hon.	Harder	Josh		X	CA10	2021	5/6/2022	30016643
	Harder	Kathleen		A	OR06	2021	5/16/2022	10048105
	Harder	Kathleen		C	OR06	2021	3/15/2022	10044189
	Harder	Kathleen		X	OR06	2021	12/13/2021	30015192
Dr.	Harmon	Mark Desmond		C	TN02	2021	7/26/2021	10041809
Hon.	Harris	Andy		O	MD01	2021	5/12/2022	10048307
	Harris	Kevin Corey		D	FL24	2021	12/6/2021	40003282
	Harrison	Brian E.		C	TX06	2021	4/1/2021	10039665
	Harrison	Raven		C	TX26	2021	1/26/2022	10044433
	Harrison	Sean		C	CA10	2021	12/8/2021	10044170
	Harshaw	Ronald		D	MO01	2021	12/16/2021	40003286
Hon.	Harshbarger	Diana		O	TN01	2021	8/18/2022	8219188
Hon.	Harshbarger	Diana		P	TN01	2021	8/16/2021	8218296
Hon.	Harshbarger	Diana		P	TN01	2021	8/27/2021	8218321
Hon.	Harshbarger	Diana		P	TN01	2021	9/22/2021	8218358
Hon.	Harshbarger	Diana		P	TN01	2021	10/25/2021	8218410
Hon.	Harshbarger	Diana		P	TN01	2021	12/1/2021	8218478
Hon.	Harshbarger	Diana		P	TN01	2021	12/30/2021	8218512
Hon.	Harshbarger	Diana		X	TN01	2021	4/18/2022	30016387
Hon.	Hartzler	Vicky		O	MO04	2021	8/4/2022	10046743
Hon.	Hartzler	Vicky		X	MO04	2021	5/5/2022	30016613
Mr.	Harvey	Stephen G.		C	KY02	2021	7/22/2021	10041715
	Harvey-Hall	Phyllis		C	AL02	2021	12/3/2021	10044149
	Hasso	Nicole		C	IA03	2021	3/4/2022	10044646
	Hatcher	Phyllis D.		C	GA10	2021	1/14/2022	10044238
	Hatcher	Phyllis D.		D	GA10	2021	12/16/2021	40003285
	Hawk	Danielle Nicole		A	FL03	2021	5/20/2021	8218046
	Hawk	Danielle Nicole		C	FL03	2021	5/20/2021	8218045
	Hawk	Danielle Nicole		D	FL03	2021	5/26/2021	8218063
Hon.	Hayes	Jahana		O	CT05	2021	5/16/2022	10047684
	Haywood	Joseph		C	NC07	2021	5/16/2022	10049279
	Healey	Robert	Jr.	C	NJ03	2021	3/29/2022	10044030
	Healey	Robert	Jr.	X	NJ03	2021	11/30/2021	30015155
Hon.	Heck	Denny		T	WA10	2021	1/28/2021	10039420
	Hemphill	James Terrelle		C	OH11	2021	7/15/2021	10041179
	Hendricks	Jeanne		A	MN06	2021	5/13/2022	10048352
	Hendricks	Jeanne		C	MN06	2021	12/21/2021	10044209
Mr.	Henning	Christopher Lee		C	KY02	2021	10/28/2021	10043896
	Hennrich	Brent William		C	WA03	2021	5/9/2022	10044723
	Henson	Audrey		C	FL13	2021	11/26/2021	10043626
	Henson	Audrey		X	FL13	2021	9/13/2021	30015062
	Henson	Audrey		X	FL13	2021	10/29/2021	30015131
Hon.	Hern	Kevin		O	OK01	2021	8/15/2022	10048189
Hon.	Hern	Kevin		P	OK01	2021	1/15/2021	20018029
Hon.	Hern	Kevin		P	OK01	2021	2/17/2021	20018232
Hon.	Hern	Kevin		P	OK01	2021	3/15/2021	20018400
Hon.	Hern	Kevin		P	OK01	2021	4/9/2021	20018550
Hon.	Hern	Kevin		P	OK01	2021	5/17/2021	20018757
Hon.	Hern	Kevin		P	OK01	2021	6/15/2021	20018919
Hon.	Hern	Kevin		P	OK01	2021	7/14/2021	20019089
Hon.	Hern	Kevin		P	OK01	2021	7/30/2021	20019183
Hon.	Hern	Kevin		P	OK01	2021	9/15/2021	20019334
Hon.	Hern	Kevin		P	OK01	2021	9/15/2021	20019490
Hon.	Hern	Kevin		P	OK01	2021	10/7/2021	20019594
Hon.	Hern	Kevin		P	OK01	2021	11/5/2021	20019762
Hon.	Hern	Kevin		P	OK01	2021	12/9/2021	20019983
Hon.	Hern	Kevin		X	OK01	2021	5/12/2022	30016873
	Hernandez	Daniel		C	AZ02	2021	7/7/2021	10041047
Hon.	Herrell	Stella Yvette		O	NM02	2021	8/15/2022	10048680
Hon.	Herrell	Stella Yvette		X	NM02	2021	5/16/2022	30017206
Hon.	Herrell	Stella Yvette		X	NM02	2021	7/18/2022	30017655
Hon.	Herrera Beutler	Jaime		O	WA03	2021	5/27/2022	8218896
Hon.	Herrera Beutler	Jaime		X	WA03	2021	5/17/2022	8218821
Mr.	Herring	Wade Wilkes	II	A	GA01	2021	5/12/2022	10048448
Mr.	Herring	Wade Wilkes	II	C	GA01	2021	6/14/2021	10040927
Mr.	Hess	Roberto Luis		C	NC11	2021	11/8/2021	10044009
	Heussner	Todd		X	GA10	2021	9/21/2021	30015085
	Hewett	Don		C	WA10	2021	12/12/2021	10044207
Hon.	Hice	Jody		A	GA10	2021	1/19/2023	10050800
Hon.	Hice	Jody		O	GA10	2021	8/12/2022	10046631
Hon.	Hice	Jody		X	GA10	2021	4/21/2022	30016428
Hon.	Higgins	Brian		O	NY26	2021	8/12/2022	10046333
Hon.	Higgins	Brian		P	NY26	2021	8/11/2021	20019288
Hon.	Higgins	Brian		P	NY26	2021	8/11/2021	20019289
Hon.	Higgins	Brian		X	NY26	2021	4/18/2022	30016383
Hon.	Higgins	Captain Clay		O	LA03	2021	6/15/2022	10048851
Hon.	Higgins	Captain Clay		X	LA03	2021	5/15/2022	30017136
Hon.	Hill	James French		O	AR02	2021	5/16/2022	10046772
Hon.	Hill	James French		P	AR02	2021	4/27/2021	20018570
	Hill	Natasha		A	WA05	2021	6/14/2022	10049765
	Hill	Natasha		C	WA05	2021	6/14/2022	10044518
Hon.	Himes	James A.		O	CT04	2021	7/12/2022	10049710
Hon.	Himes	James A.		X	CT04	2021	6/7/2022	8218941
	Hines	Robert Nicholas		C	NC05	2021	6/25/2021	10040506
	Hinson Arenholz	Ashley		P	IA01	2021	4/5/2021	20018521
Hon.	Hinson Arenholz	Ashley		O	IA01	2021	5/16/2022	10047798
	Hites	Becky E.		D	FL09	2021	10/14/2021	8218402
	Hites	Becky E.		W	FL09	2021		8218403
	Hodge	Jevin D.		C	AZ06	2021	9/3/2021	10040751
	Hodge	Jevin D.		X	AZ06	2021	6/17/2021	30014937
	Holden	Steven Wesley		C	NY24	2021	7/21/2021	10041652
Hon.	Holding	George		T	NC02	2021	6/29/2021	10040989
	Holic	Jason Kyle		D	FL10	2021	7/26/2021	40003227
Hon.	Hollingsworth	Trey		O	IN09	2021	9/9/2022	8219208
Hon.	Hollingsworth	Trey		P	IN09	2021	2/4/2021	8217840
Hon.	Hollingsworth	Trey		P	IN09	2021	3/17/2021	8217902
Hon.	Hollingsworth	Trey		P	IN09	2021	4/14/2021	8217934
Hon.	Hollingsworth	Trey		P	IN09	2021	5/12/2021	8218030
Hon.	Hollingsworth	Trey		P	IN09	2021	6/15/2021	8218112
Hon.	Hollingsworth	Trey		P	IN09	2021	7/27/2021	8218182
Hon.	Hollingsworth	Trey		P	IN09	2021	10/8/2021	8218381
Hon.	Hollingsworth	Trey		P	IN09	2021	11/10/2021	8218433
Hon.	Hollingsworth	Trey		P	IN09	2021	11/16/2021	8218441
Hon.	Hollingsworth	Trey		P	IN09	2021	12/7/2021	8218489
Hon.	Hollingsworth	Trey		X	IN09	2021	3/18/2022	8218610
	Hollister	Robert Michael	II	C	PA11	2021	2/11/2022	10044543
	Holloway	Tammy Allison		C	TX06	2021	4/1/2021	10039704
	Holness	Dale VC		C	FL20	2021	8/13/2021	10040366
	Holness	Dale VC		X	FL20	2021	5/18/2021	30014908
	Honeycutt	Rodney Homer		C	NC11	2021	10/5/2021	10043845
	Hood	Ronald E.		C	OH15	2021	6/30/2021	10040896
	Hood	Ronald E.		X	OH15	2021	6/22/2021	30014961
Hon.	Horn	Kendra		T	OK05	2021	2/1/2021	10039475
Hon.	Horsford	Steven A.		O	NV04	2021	8/26/2022	10048667
Hon.	Horsford	Steven A.		X	NV04	2021	5/16/2022	30017339
Hon.	Horsford	Steven A.		X	NV04	2021	7/18/2022	30017656
	Hotchkiss	Christian David		D	FL13	2021	6/8/2021	40003215
Hon.	Houlahan	Chrissy		O	PA06	2021	8/7/2022	10048955
Hon.	Houlahan	Chrissy		X	PA06	2021	5/16/2022	30017175
	Howard	Taffy		C	SD01	2021	12/6/2021	10043920
	Howard	Taffy		X	SD01	2021	11/15/2021	30015148
Hon.	Hoyer	Steny H.		O	MD05	2021	5/13/2022	10047424
	Hoyle	Valerie		C	OR04	2021	1/21/2022	10044390
	Hrezi	Muad		C	CT01	2021	5/18/2021	10040275
	Hudson	Jesse Graham		D	MS04	2021	3/25/2021	8217917
Hon.	Hudson	Richard		A	NC08	2021	6/28/2022	10049875
Hon.	Hudson	Richard		O	NC08	2021	6/27/2022	10049218
Hon.	Hudson	Richard		X	NC08	2021	5/16/2022	30017331
	Huff Brown	Gail		C	NH01	2021	2/6/2022	10043942
	Huff Brown	Gail		X	NH01	2021	10/7/2021	8218388
Hon.	Huffman	Jared		O	CA02	2021	8/24/2022	10049216
Hon.	Huffman	Jared		X	CA02	2021	5/16/2022	30017328
Hon.	Huizenga	Bill		O	MI02	2021	9/10/2022	10049188
Hon.	Huizenga	Bill		P	MI02	2021	3/19/2021	8217905
Hon.	Huizenga	Bill		X	MI02	2021	5/16/2022	30017307
	Hullihan	Jonathan Keith		C	TX08	2021	9/3/2021	10043660
	Hullihan	Jonathan Keith		X	TX08	2021	6/2/2021	8218067
	Hunt	Alexandra		C	PA03	2021	7/28/2021	10039737
	Hunt	Wesley		A	TX38	2021	12/12/2022	10050630
	Hunt	Wesley		A	TX38	2021	12/12/2022	10050643
	Hunt	Wesley		C	TX38	2021	11/17/2021	10044082
Hon.	Hurd	William		T	TX23	2021	2/9/2021	10039524
	Hurless	Denise Lynn		D	WI03	2021	9/22/2021	8218365
	Hurless	Denise Lynn		W	WI03	2021		8218366
	Hutson	Jason Wayne		C	TX31	2021	9/17/2021	10043765
	Hutson	Jason Wayne		X	TX31	2021	9/21/2021	30015102
	Hwang	Thomas		C	OH15	2021	7/3/2021	10040741
	Hwang	Thomas		X	OH15	2021	6/15/2021	30014949
	Hyde	Martin		C	FL16	2021	10/29/2021	10043963
	Hyland	Shawn		C	NJ03	2021	10/20/2021	10043882
	Imer	Laurel Anne		C	CO07	2021	7/26/2021	10041817
	Imer	Laurel Anne		D	CO07	2021	5/17/2021	40003196
	Irwin	Steven		C	PA18	2021	3/2/2022	10044305
	Irwin	Steven		X	PA18	2021	12/7/2021	8218484
	Isemann	John Henry		C	NJ07	2021	2/1/2022	10043960
	Isemann	John Henry		X	NJ07	2021	11/3/2021	30015137
Hon.	Issa	Darrell E.		O	CA50	2021	7/1/2022	10046869
Hon.	Issa	Darrell E.		X	CA50	2021	4/26/2022	30016481
	Ivey	Glenn		C	MD04	2021	2/18/2022	10044098
	Ivey	Glenn		X	MD04	2021	11/30/2021	30015163
	Ivey	Glenn		X	MD04	2021	1/3/2022	30015217
Hon.	Ivey	Glenn		A	MD04	2021	8/13/2023	10055193
	Jackson	Marilyn		C	TX35	2021	2/7/2022	10044243
	Jackson	Marilyn		X	TX35	2021	12/20/2021	30015214
	Jackson	Natalie		D	FL10	2021	7/7/2021	40003223
	Jackson	Natalie		X	FL10	2021	7/12/2021	30014978
Dr.	Jackson	Phil		C	FL20	2021	8/16/2021	10042930
Hon.	Jackson	Ronny Lynn		O	TX13	2021	8/10/2022	10049881
Hon.	Jackson	Ronny Lynn		X	TX13	2021	5/17/2022	8218829
Hon.	Jackson Lee	Sheila		O	TX18	2021	9/15/2022	8219220
Hon.	Jackson Lee	Sheila		X	TX18	2021	5/17/2022	8218818
Hon.	Jacobs	Christopher L.		G	NY27	2021	12/21/2021	8218516
Hon.	Jacobs	Christopher L.		G	NY27	2021	12/21/2021	8218582
Hon.	Jacobs	Christopher L.		O	NY27	2021	8/22/2022	10048054
Hon.	Jacobs	Christopher L.		P	NY27	2021	2/10/2021	20018037
Hon.	Jacobs	Christopher L.		P	NY27	2021	2/17/2021	20018205
Hon.	Jacobs	Christopher L.		P	NY27	2021	6/1/2021	20018738
Hon.	Jacobs	Christopher L.		P	NY27	2021	7/8/2021	20018954
Hon.	Jacobs	Christopher L.		P	NY27	2021	8/13/2021	20019144
Hon.	Jacobs	Christopher L.		P	NY27	2021	9/3/2021	20019355
Hon.	Jacobs	Christopher L.		P	NY27	2021	9/14/2021	20019461
Hon.	Jacobs	Christopher L.		P	NY27	2021	10/25/2021	20019675
Hon.	Jacobs	Christopher L.		P	NY27	2021	12/2/2021	20019805
Hon.	Jacobs	Christopher L.		X	NY27	2021	5/10/2022	30016772
Mr.	Jacobs	Matthew		C	CA26	2021	8/13/2021	10039777
Mr.	Jacobs	Matthew		X	CA26	2021	5/11/2021	30014891
	Jacobs	Sara		P	CA53	2021	3/12/2021	20018354
Hon.	Jacobs	Sara		O	CA53	2021	7/21/2022	10048224
Hon.	Jacobs	Sara		P	CA53	2021	5/28/2021	20018720
Hon.	Jacobs	Sara		P	CA53	2021	7/2/2021	20018865
Hon.	Jacobs	Sara		P	CA53	2021	8/17/2021	20019344
Hon.	Jacobs	Sara		X	CA53	2021	5/12/2022	30016909
	Jarchow	Ryan		D	TX08	2021	5/13/2021	40003185
Hon.	Jayapal	Pramila		O	WA07	2021	5/13/2022	10046958
	Jedeikin	Mathew Ray		D	CA06	2021	4/21/2021	8217987
	Jedeikin	Mathew Ray		W	CA06	2021		8218320
Hon.	Jeffries	Hakeem S.		O	NY08	2021	5/15/2022	10046507
Hon.	Jeffries	Hakeem S.		P	NY08	2021	4/10/2021	20018554
Hon.	Jeffries	Hakeem S.		P	NY08	2021	4/10/2021	20018555
Hon.	Jeffries	Hakeem S.		P	NY08	2021	4/16/2021	20018596
Hon.	Jeffries	Hakeem S.		P	NY08	2021	4/25/2021	20018630
Hon.	Jeffries	Hakeem S.		P	NY08	2021	5/30/2021	20018793
	Jensen	Jesse		C	WA08	2021	11/16/2021	10044052
	Johns	Derrick		C	TX31	2021	10/4/2021	10043839
Mr.	Johnson	Alden Patrick		C	MS04	2021	5/3/2021	10039691
Mr.	Johnson	Alden Patrick		D	MS04	2021	4/9/2021	8217940
Hon.	Johnson	Bill		O	OH06	2021	5/12/2022	10047092
Hon.	Johnson	Dusty		O	SD00	2021	5/6/2022	10046451
Hon.	Johnson	Eddie Bernice		O	TX30	2021	5/10/2022	10046144
	Johnson	Elizabeth (Liz)		C	GA12	2021	5/5/2021	10040215
Hon.	Johnson	Henry C. "Hank"	Jr.	O	GA04	2021	5/13/2022	10047647
Hon.	Johnson	James Michael		O	LA04	2021	8/19/2022	10050246
Hon.	Johnson	James Michael		X	LA04	2021	5/17/2022	8218825
	Johnson	Leif D.		C	WA02	2021	7/26/2021	10041734
